sentence	part	category
"צה""ל וזרועות הבטחון ישובו לפיכך למודל הפעילות הנקודתית שמשמעותה התרכזות במודיעין ברמה גבוהה , שיאפשר את המשך מדיניות ההתנקשות בחיי מחבלים המבצעים פיגועים וכן מבצעים קרקעיים קצרי מועד , כגון פעילויות בזק ליליות להריסת מבנים ומטעים מהם נורית אש מרגמות ."	 קצרי מועד 	17.0
"צה""ל וזרועות הבטחון ישובו לפיכך למודל הפעילות הנקודתית שמשמעותה התרכזות במודיעין ברמה גבוהה , שיאפשר את המשך מדיניות ההתנקשות בחיי מחבלים המבצעים פיגועים וכן מבצעים קרקעיים קצרי מועד , כגון פעילויות בזק ליליות להריסת מבנים ומטעים מהם נורית אש מרגמות ."	 פעילויות בזק 	12.0
"צה""ל וזרועות הבטחון ישובו לפיכך למודל הפעילות הנקודתית שמשמעותה התרכזות במודיעין ברמה גבוהה , שיאפשר את המשך מדיניות ההתנקשות בחיי מחבלים המבצעים פיגועים וכן מבצעים קרקעיים קצרי מועד , כגון פעילויות בזק ליליות להריסת מבנים ומטעים מהם נורית אש מרגמות ."	 הריסת מבנים 	16.0
"צה""ל וזרועות הבטחון ישובו לפיכך למודל הפעילות הנקודתית שמשמעותה התרכזות במודיעין ברמה גבוהה , שיאפשר את המשך מדיניות ההתנקשות בחיי מחבלים המבצעים פיגועים וכן מבצעים קרקעיים קצרי מועד , כגון פעילויות בזק ליליות להריסת מבנים ומטעים מהם נורית אש מרגמות ."	 אש מרגמות 	2.0
בעצרת הזכרון למרד גטו ורשה התנגד נשיא המועצה המייעצת של המוסדות היהודיים בצרפת ( CRIF ) , אנרי אז'דנברג , לכל השוואה בין הילדים הפלשתינים לבין הילדים היהודים בגטאות במהלך מלחמת העולם השניה .	 עצרת הזכרון 	18.0
בעצרת הזכרון למרד גטו ורשה התנגד נשיא המועצה המייעצת של המוסדות היהודיים בצרפת ( CRIF ) , אנרי אז'דנברג , לכל השוואה בין הילדים הפלשתינים לבין הילדים היהודים בגטאות במהלך מלחמת העולם השניה .	 מרד גטו ורשה 	16.0
בעצרת הזכרון למרד גטו ורשה התנגד נשיא המועצה המייעצת של המוסדות היהודיים בצרפת ( CRIF ) , אנרי אז'דנברג , לכל השוואה בין הילדים הפלשתינים לבין הילדים היהודים בגטאות במהלך מלחמת העולם השניה .	 מלחמת העולם השניה 	14.0
"משטרת מחוז ש""י עצרה הבוקר את 24 תושבי חברון ששהו במאהל המחאה בכיכר גרוס בחברון . "	" משטרת מחוז ש""י "	9.0
"משטרת מחוז ש""י עצרה הבוקר את 24 תושבי חברון ששהו במאהל המחאה בכיכר גרוס בחברון . "	 תושבי חברון 	9.0
"משטרת מחוז ש""י עצרה הבוקר את 24 תושבי חברון ששהו במאהל המחאה בכיכר גרוס בחברון . "	 מאהל המחאה 	16.0
"משטרת מחוז ש""י עצרה הבוקר את 24 תושבי חברון ששהו במאהל המחאה בכיכר גרוס בחברון . "	 כיכר גרוס 	15.0
החיילים פיזרו את מפירי הסדר בכדורי גומי ובגז מדמיע . 	 מפירי הסדר 	16.0
החיילים פיזרו את מפירי הסדר בכדורי גומי ובגז מדמיע . 	 כדורי גומי 	11.0
תושבי העיירה הפולנית ידעו כל השנים על הרצח , אך הם שמרו על שתיקה . 	 תושבי העיירה 	9.0
"לדברי מאיר שילה ממכון "" יד לזהבה "" לחקר השואה ותיעודה , גילה את הקבר פרופ ' יאן גרוס , אמריקאי ממוצא פולני יהודי . "	 דברי מאיר 	9.0
"לדברי מאיר שילה ממכון "" יד לזהבה "" לחקר השואה ותיעודה , גילה את הקבר פרופ ' יאן גרוס , אמריקאי ממוצא פולני יהודי . "	" ממכון "" יד לזהבה "" "	14.0
"לדברי מאיר שילה ממכון "" יד לזהבה "" לחקר השואה ותיעודה , גילה את הקבר פרופ ' יאן גרוס , אמריקאי ממוצא פולני יהודי . "	 חקר השואה 	18.0
"לדברי מאיר שילה ממכון "" יד לזהבה "" לחקר השואה ותיעודה , גילה את הקבר פרופ ' יאן גרוס , אמריקאי ממוצא פולני יהודי . "	 ממוצא פולני יהודי 	12.0
"ממשלת ישראל הורתה לצה""ל לפתוח חלקית את מעבר רפיח , לאחר שנסגר לפני כמה ימים בשל הירי של פגזי מרגמות לעבר יישובי ישראל . "	 ממשלת ישראל 	9.0
"ממשלת ישראל הורתה לצה""ל לפתוח חלקית את מעבר רפיח , לאחר שנסגר לפני כמה ימים בשל הירי של פגזי מרגמות לעבר יישובי ישראל . "	 מעבר רפיח 	16.0
"ממשלת ישראל הורתה לצה""ל לפתוח חלקית את מעבר רפיח , לאחר שנסגר לפני כמה ימים בשל הירי של פגזי מרגמות לעבר יישובי ישראל . "	 פגזי מרגמות 	7.0
"ממשלת ישראל הורתה לצה""ל לפתוח חלקית את מעבר רפיח , לאחר שנסגר לפני כמה ימים בשל הירי של פגזי מרגמות לעבר יישובי ישראל . "	 יישובי ישראל 	16.0
"צה""ל פתח את המעבר משעות הבוקר עד שעות אחה""צ המוקדמות ואיפשר עבודה חלקית בעיקר של כניסת ויציאה של פלשתינים מרצועת עזה ואליה . "	 משעות הבוקר 	17.0
"צה""ל פתח את המעבר משעות הבוקר עד שעות אחה""צ המוקדמות ואיפשר עבודה חלקית בעיקר של כניסת ויציאה של פלשתינים מרצועת עזה ואליה . "	" שעות אחה""צ המוקדמות "	17.0
"צה""ל פתח את המעבר משעות הבוקר עד שעות אחה""צ המוקדמות ואיפשר עבודה חלקית בעיקר של כניסת ויציאה של פלשתינים מרצועת עזה ואליה . "	 רצועת עזה  	16.0
יצויין שסוריה היא מדינת אוייב ואסור לבקר בה בלי רשות של ראש הממשלה וגורמים מדיינים . 	 מדינת אוייב 	12.0
יצויין שסוריה היא מדינת אוייב ואסור לבקר בה בלי רשות של ראש הממשלה וגורמים מדיינים . 	 גורמים מדיינים 	12.0
"סוכנות "" קול רינה "" מדווחת שבאזור קיבוץ בארי התגלה הבוקר מטען נפץ המורכב ממוקש ו 3 טילי נ""ט , חבלן מטפל . "	" סוכנות "" קול רינה "" "	14.0
"סוכנות "" קול רינה "" מדווחת שבאזור קיבוץ בארי התגלה הבוקר מטען נפץ המורכב ממוקש ו 3 טילי נ""ט , חבלן מטפל . "	 באזור קיבוץ בארי 	16.0
"סוכנות "" קול רינה "" מדווחת שבאזור קיבוץ בארי התגלה הבוקר מטען נפץ המורכב ממוקש ו 3 טילי נ""ט , חבלן מטפל . "	 מטען נפץ 	7.0
"סוכנות "" קול רינה "" מדווחת שבאזור קיבוץ בארי התגלה הבוקר מטען נפץ המורכב ממוקש ו 3 טילי נ""ט , חבלן מטפל . "	" טילי נ""ט "	16.0
"בסוף השבוע אמנם לא נורו פצצות מרגמה לעבר יישובים ישראלים או כוחות צה""ל ואולם היו מספר תקריות ירי ונסיונות של הפלשתינים לפגוע בחיילי צה""ל באמצעות מטעני חבלה , שהתגלו ופורקו מבעוד מועד . "	 בסוף השבוע 	17.0
"בסוף השבוע אמנם לא נורו פצצות מרגמה לעבר יישובים ישראלים או כוחות צה""ל ואולם היו מספר תקריות ירי ונסיונות של הפלשתינים לפגוע בחיילי צה""ל באמצעות מטעני חבלה , שהתגלו ופורקו מבעוד מועד . "	 פצצות מרגמה 	11.0
"בסוף השבוע אמנם לא נורו פצצות מרגמה לעבר יישובים ישראלים או כוחות צה""ל ואולם היו מספר תקריות ירי ונסיונות של הפלשתינים לפגוע בחיילי צה""ל באמצעות מטעני חבלה , שהתגלו ופורקו מבעוד מועד . "	" כוחות צה""ל "	9.0
"בסוף השבוע אמנם לא נורו פצצות מרגמה לעבר יישובים ישראלים או כוחות צה""ל ואולם היו מספר תקריות ירי ונסיונות של הפלשתינים לפגוע בחיילי צה""ל באמצעות מטעני חבלה , שהתגלו ופורקו מבעוד מועד . "	 תקריות ירי 	12.0
"בסוף השבוע אמנם לא נורו פצצות מרגמה לעבר יישובים ישראלים או כוחות צה""ל ואולם היו מספר תקריות ירי ונסיונות של הפלשתינים לפגוע בחיילי צה""ל באמצעות מטעני חבלה , שהתגלו ופורקו מבעוד מועד . "	" חיילי צה""ל "	9.0
"בסוף השבוע אמנם לא נורו פצצות מרגמה לעבר יישובים ישראלים או כוחות צה""ל ואולם היו מספר תקריות ירי ונסיונות של הפלשתינים לפגוע בחיילי צה""ל באמצעות מטעני חבלה , שהתגלו ופורקו מבעוד מועד . "	 מטעני חבלה 	12.0
"מטען הופעל גם לעבר רכב של צה""ל על ציר 60 באיזור הכפר עוג'ה מערבית לבסיס סנור ."	 הכפר עוג'ה 	14.0
"מטען הופעל גם לעבר רכב של צה""ל על ציר 60 באיזור הכפר עוג'ה מערבית לבסיס סנור ."	 בסיס סנור 	14.0
בפגישה הוחלט כי ישראל תבצע הקלות ברצועת עזה , ובהן הרחבת אזורי דייג בים התיכון , פתיחת מעבר רפיח בשעות היום , ואולי אף הגדלת מכסת הפועלים העובדים בישראל העומדת כיום על 4,000. 	 רצועת עזה 	16.0
בפגישה הוחלט כי ישראל תבצע הקלות ברצועת עזה , ובהן הרחבת אזורי דייג בים התיכון , פתיחת מעבר רפיח בשעות היום , ואולי אף הגדלת מכסת הפועלים העובדים בישראל העומדת כיום על 4,000. 	 אזורי דייג 	16.0
